what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1362470213569
started,bundle,org.eclipse.equinox.p2.core,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.core",1362470213570
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.300.v20110815-1419,"org.eclipse.equinox.p2.directorywatcher",1362470213570
started,bundle,org.eclipse.equinox.p2.engine,2.1.1.R37x_v20111003,"org.eclipse.equinox.p2.engine",1362470213571
started,bundle,org.eclipse.equinox.p2.metadata,2.1.0.v20110815-1419,"org.eclipse.equinox.p2.metadata",1362470213572
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.2.0.v20110815-1419,"org.eclipse.equinox.p2.metadata.repository",1362470213572
started,bundle,org.eclipse.equinox.p2.operations,2.1.1.R37x_v20111111,"org.eclipse.equinox.p2.operations",1362470213573
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.100.v20110815-1419,"org.eclipse.equinox.p2.reconciler.dropins",1362470213624
started,bundle,org.eclipse.equinox.p2.repository,2.1.1.v20120113-1346,"org.eclipse.equinox.p2.repository",1362470213626
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.100.v20110815-1419,"org.eclipse.equinox.p2.ui.sdk.scheduler",1362470213628
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20110815-1419,"org.eclipse.equinox.p2.updatechecker",1362470213629
started,bundle,org.eclipse.equinox.preferences,3.4.2.v20120111-2020,"org.eclipse.equinox.preferences",1362470213631
started,bundle,org.eclipse.equinox.registry,3.5.101.R37x_v20110810-1611,"org.eclipse.equinox.registry",1362470213633
started,bundle,org.eclipse.equinox.security,1.1.1.R37x_v20110822-1018,"org.eclipse.equinox.security",1362470213714
started,bundle,org.eclipse.equinox.util,1.0.300.v20110502,"org.eclipse.equinox.util",1362470213715
started,bundle,org.eclipse.help,3.5.100.v20110426,"org.eclipse.help",1362470213746
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1362470213795
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1362470213796
started,bundle,org.eclipse.jdt.core,3.7.3.v20120119-1537,"org.eclipse.jdt.core",1362470213827
started,bundle,org.eclipse.jdt.core.manipulation,1.4.0.v20110928-1453,"org.eclipse.jdt.core.manipulation",1362470213828
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1362470213893
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1362470213893
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110928-1453,"org.eclipse.jdt.junit",1362470213895
started,bundle,org.eclipse.jdt.launching,3.6.1.v20111006_r372,"org.eclipse.jdt.launching",1362470213897
started,bundle,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui",1362470213897
started,bundle,org.eclipse.jface,3.7.0.v20110928-1505,"org.eclipse.jface",1362470213898
started,bundle,org.eclipse.jgit,1.3.0.201202151440-r,"org.eclipse.jgit",1362470213901
started,bundle,org.eclipse.jsch.core,1.1.300.I20110514-0800,"org.eclipse.jsch.core",1362470213902
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r372_v20111101-0700,"org.eclipse.ltk.core.refactoring",1362470213923
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110928-1453,"org.eclipse.ltk.ui.refactoring",1362470213970
started,bundle,org.eclipse.m2e.logback.configuration,1.0.200.20111228-1245,"org.eclipse.m2e.logback.configuration",1362470213972
started,bundle,org.eclipse.mylyn.bugzilla.core,3.6.5.v20120123-0100,"org.eclipse.mylyn.bugzilla.core",1362470214008
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.bugzilla.ui",1362470214009
started,bundle,org.eclipse.mylyn.commons.identity,0.8.0.v20110608-1400,"org.eclipse.mylyn.commons.identity",1362470214010
started,bundle,org.eclipse.mylyn.commons.net,3.6.0.v20110608-1400,"org.eclipse.mylyn.commons.net",1362470214010
started,bundle,org.eclipse.mylyn.commons.ui,3.6.1.v20110720-0100,"org.eclipse.mylyn.commons.ui",1362470214032
started,bundle,org.eclipse.mylyn.context.core,3.6.1.v20110720-0100,"org.eclipse.mylyn.context.core",1362470214033
started,bundle,org.eclipse.mylyn.context.ui,3.6.1.v20120112-0100,"org.eclipse.mylyn.context.ui",1362470214050
started,bundle,org.eclipse.mylyn.monitor.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.monitor.ui",1362470214051
started,bundle,org.eclipse.mylyn.tasks.ui,3.6.5.v20120215-0100,"org.eclipse.mylyn.tasks.ui",1362470214114
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1362470214116
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1362470214118
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1362470214120
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1362470214229
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1362470214309
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1362470214313
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1362470214313
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1362470214314
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1362470214381
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1362470214383
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1362470214384
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1362470214386
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1362470214420
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1362470214485
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1362470214487
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1362470214507
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1362470214530
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1362470214531
started,bundle,org.eclipse.pde.ui,3.6.100.v20120103_r372,"org.eclipse.pde.ui",1362470214564
started,bundle,org.eclipse.wb.core,1.5.0.r37x201206111201,"org.eclipse.wb.core",1362470214578
started,bundle,org.eclipse.wb.core.lib,1.5.0.r37x201206111201,"org.eclipse.wb.core.lib",1362470214597
started,bundle,org.eclipse.wb.core.xml,1.5.0.r37x201206111216,"org.eclipse.wb.core.xml",1362470214620
started,bundle,org.eclipse.wb.discovery.core,1.5.0.r37x201206111213,"org.eclipse.wb.discovery.core",1362470214621
started,bundle,org.eclipse.wb.discovery.ui,1.5.0.r37x201206111213,"org.eclipse.wb.discovery.ui",1362470214622
started,bundle,org.eclipse.wb.rcp,1.5.0.r37x201206111317,"org.eclipse.wb.rcp",1362470214641
started,bundle,org.eclipse.wb.rcp.databinding,1.5.0.r37x201206111317,"org.eclipse.wb.rcp.databinding",1362470214655
started,bundle,org.eclipse.wb.swing,1.5.0.r37x201206111310,"org.eclipse.wb.swing",1362470214665
started,bundle,org.eclipse.wb.swing.databinding,1.5.0.r37x201206111310,"org.eclipse.wb.swing.databinding",1362470214685
started,bundle,org.eclipse.wb.swt,1.5.0.r37x201206111304,"org.eclipse.wb.swt",1362470214695
os,sysinfo,,,"win32",1362470214702
arch,sysinfo,,,"x86_64",1362470214702
ws,sysinfo,,,"win32",1362470214702
locale,sysinfo,,,"ko_KR",1362470214702
processors,sysinfo,,,"4",1362470214703
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1362470214703
java.runtime.version,sysinfo,,,"1.7.0_04-b22",1362470214703
java.specification.name,sysinfo,,,"Java Platform API Specification",1362470214703
java.specification.vendor,sysinfo,,,"Oracle Corporation",1362470214703
java.specification.version,sysinfo,,,"1.7",1362470214703
java.vendor,sysinfo,,,"Oracle Corporation",1362470214703
java.version,sysinfo,,,"1.7.0_04",1362470214703
java.vm.info,sysinfo,,,"mixed mode",1362470214703
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1362470214703
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1362470214703
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1362470214703
java.vm.specification.version,sysinfo,,,"1.7",1362470214703
java.vm.vendor,sysinfo,,,"Oracle Corporation",1362470214703
java.vm.version,sysinfo,,,"23.0-b21",1362470214703
started,bundle,org.eclipse.m2e.usagedata,1.0.200.20111228-1245,"org.eclipse.m2e.usagedata",1362470214728
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1362470215187
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1362470215965
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1362470216338
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470219989
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470408616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470412322
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470419591
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470426031
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470586730
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470587376
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470587556
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470587572
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470589289
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470589503
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470589503
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470591261
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470591413
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470591413
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362470592485
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362470592485
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470594314
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470598186
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1362470603085
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1362470608255
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470621610
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470621697
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362470626323
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470627487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470639421
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470720801
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362470720991
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470720992
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470722587
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362470722659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470725165
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470738944
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470789397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470824101
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470966397
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470984192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362470994174
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471003648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471018144
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471019112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471019640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471019963
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471020474
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471020834
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471021195
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471021443
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471021863
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471022130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471022514
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471023056
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471023451
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1362471023925
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471025838
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471029927
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471047042
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471082329
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471082529
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471082530
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471083860
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471083947
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471087110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471116265
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471156050
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471442072
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471442257
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471442257
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471455832
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471455926
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471458334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471569850
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471569891
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471570210
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471570335
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471576734
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471582515
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362471600826
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471600826
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471602651
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471602997
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471603133
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471616155
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471616636
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471616790
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471620334
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471633370
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471647166
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471692490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471705422
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471788704
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362471788875
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362471803174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362471805631
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473113258
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473119745
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473119929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473157062
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473279941
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473317855
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473340284
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473424271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473468457
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473473367
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473475031
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362473497159
opened,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473497698
activated,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473497828
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473503610
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473505614
closed,editor,org.eclipse.wb.core.ui,,"org.eclipse.wb.core.guiEditor",1362473507057
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473512070
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473525550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473534319
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473676164
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1362473676209
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473687784
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1362473945078
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1362473945385
